id,category,currency,deadline_date,goal_amount,launch_time,amount_pledged,end_state,num_backers,country_location,usd_pledged_real,usd_goal_real,gender,age,backers_24hours
100020143,Photography,USD,10/30/17,9500,9/25/17 17:17,6,failed,2,US,6,9500,0,34,1
1000202062,Art,USD,5/8/15,7500,4/8/15 2:53,3,failed,3,US,3,7500,1,43,0
1000212914,Photography,USD,5/13/12,4000,4/18/12 23:34,4866.1699,successful,71,US,4866.1699,4000,0,37,31
1000216800,Film & Video,USD,6/19/14,11000,5/20/14 17:18,11055,successful,51,US,11055,11000,0,47,19
1000217634,Food,USD,10/23/14,13750,9/24/14 3:35,1,failed,1,US,1,13750,1,37,0
1000226576,Publishing,USD,2/1/16,13500,1/2/16 8:06,0,failed,0,US,0,13500,0,30,0
1000227361,Film & Video,USD,3/26/12,9500,2/13/12 19:00,9660,successful,121,US,9660,9500,1,32,14
1000230071,Film & Video,USD,10/18/13,60000,9/18/13 20:20,635,failed,5,US,635,60000,1,40,2
1000232288,Games,USD,6/23/15,25000,5/24/15 12:47,37199,successful,448,US,37199,25000,1,29,4
1000233415,Film & Video,USD,6/18/16,250000,4/19/16 23:53,65,failed,2,US,65,250000,1,25,0
1000234595,Fashion,EUR,10/13/16,12000,9/13/16 11:59,137,failed,2,IT,150.73,13202.34,1,55,1
1000235465,Art,USD,6/22/16,5000,5/23/16 18:10,587,failed,8,US,587,5000,1,29,3
1000235643,Food,USD,4/27/15,15000,3/13/15 18:33,124998,successful,2784,US,124998,15000,0,18,982
1000243793,Music,USD,4/9/15,850,2/23/15 0:10,485,failed,13,US,485,850,1,28,1
1000245024,Technology,CAD,7/3/15,50000,6/3/15 5:52,0,failed,0,CA,0,39739.309,0,29,0
1000252415,Theater,USD,7/8/11,15000,5/9/11 15:08,15425,successful,144,US,15425,15000,1,33,56
1000256230,Technology,GBP,7/2/17,2000,6/2/17 12:20,0,failed,0,GB,0,2579.3501,0,31,0
1000256760,Design,CAD,8/7/15,15000,7/8/15 21:46,700,canceled,6,CA,535.09003,11466.14,0,31,0
1000257563,Crafts,GBP,4/29/15,5000,3/30/15 19:55,2,failed,1,GB,3.0899999,7716.4102,1,30,0
1000260691,Technology,USD,3/25/16,87000,2/29/16 20:30,2030,canceled,15,US,2030,87000,0,64,1
1000261018,Technology,USD,8/23/16,100000,7/24/16 13:18,141,failed,3,US,141,100000,0,22,1
1000268182,Music,USD,12/3/14,4000,11/3/14 21:11,4795,successful,95,US,4795,4000,1,39,2
1000278154,Games,USD,4/10/15,13000,3/10/15 13:19,2453,canceled,65,US,2453,13000,0,27,19
1000282287,Food,USD,10/13/15,25000,9/8/15 0:59,0,canceled,0,US,0,25000,1,60,0
1000291122,Design,GBP,8/24/16,500,7/12/16 17:31,218,failed,6,GB,288.03,660.62,1,45,1
1000291263,Fashion,USD,6/9/16,68000,5/10/16 22:52,0,failed,0,US,0,68000,0,63,0
1000294559,Theater,USD,10/27/14,7500,10/2/14 1:50,8157.0098,successful,164,US,8157.0098,7500,0,20,26
1000320473,Film & Video,USD,9/13/13,29700,8/15/13 11:16,10410,failed,76,US,10410,29700,1,38,6
1000328150,Games,USD,10/30/15,50000,8/31/15 6:33,1410,failed,38,US,1410,50000,1,58,17
1000328328,Fashion,GBP,2/6/15,2000,12/15/14 19:13,61,failed,9,GB,93.440002,3063.5801,0,24,3
1000331311,Games,USD,8/31/14,13000,8/1/14 0:02,1811,failed,34,US,1811,13000,0,56,7
1000332383,Film & Video,USD,2/14/12,4000,1/11/12 20:13,4045,successful,29,US,4045,4000,0,21,10
1000333671,Music,USD,2/26/15,500,2/4/15 18:54,1540,successful,31,US,1540,500,1,49,6
1000334074,Fashion,USD,5/18/12,500,5/1/12 7:11,754.82001,successful,36,US,754.82001,500,1,35,9
1000335422,Comics,CAD,7/10/14,4000,6/10/14 0:09,4944.5,successful,153,CA,4646.6499,3759.05,1,23,61
1000338818,Publishing,EUR,10/30/16,10000,8/31/16 18:13,88,failed,9,DE,97.620003,11092.99,1,24,3
1000339877,Theater,USD,6/16/13,5000,4/17/13 0:58,110,failed,2,US,110,5000,0,24,1
1000340977,Food,USD,6/16/14,3000,5/17/14 22:43,1027,failed,18,US,1027,3000,0,62,7
1000344383,Music,USD,12/13/12,4500,10/30/12 8:53,409,failed,10,US,409,4500,1,22,1
1000348690,Games,EUR,11/23/17,5000,10/24/17 16:58,11238,successful,346,IT,13347.43,5938.52,0,58,45
1000348776,Comics,USD,3/6/12,4289,1/21/12 18:25,474,failed,14,US,474,4289,1,53,3
1000354338,Theater,USD,8/14/12,2000,6/30/12 20:05,2075,successful,40,US,2075,2000,0,25,18
10003650,Music,USD,5/26/12,15000,3/27/12 4:25,151,canceled,4,US,151,15000,0,18,0
1000374001,Music,USD,4/7/13,10000,2/20/13 1:48,10414,successful,113,US,10414,10000,1,52,35
1000386601,Film & Video,USD,4/3/14,1500,3/4/14 17:24,1932.99,successful,29,US,1932.99,1500,0,56,2
1000389241,Film & Video,USD,1/27/14,3000,12/18/13 20:54,3755,successful,52,US,3755,3000,1,18,15
1000392220,Film & Video,USD,7/31/11,2000,7/6/11 16:35,2252.99,successful,45,US,2252.99,2000,1,62,10
100039820,Technology,CAD,3/7/15,25000,2/5/15 16:57,3,failed,3,CA,2.3599999,19632.48,0,18,1
1000399155,Food,USD,10/17/14,5000,8/18/14 11:13,0,failed,0,US,0,5000,1,44,0
1000405957,Film & Video,USD,5/11/14,500,4/10/14 23:04,756,successful,8,US,756,500,0,21,1
1000413719,Music,USD,10/26/12,200,10/11/12 23:32,274.04999,successful,14,US,274.04999,200,0,42,2
1000415969,Publishing,USD,12/28/16,1000,11/28/16 17:58,1055,successful,19,US,1055,1000,0,35,5
1000422671,Design,USD,11/20/16,500,10/21/16 16:23,156,failed,4,US,156,500,1,30,1
1000427280,Technology,CAD,5/25/15,50000,4/23/15 20:04,11336,canceled,19,CA,9110.3398,40183.238,1,51,1
1000428719,Food,USD,4/17/16,20000,3/14/16 12:39,47273,successful,1261,US,47273,20000,1,35,329
10004373,Film & Video,USD,5/8/17,1800,4/3/17 23:25,22,failed,2,US,22,1800,1,31,1
100044420,Film & Video,USD,7/4/10,5000,4/29/10 7:14,50,failed,3,US,50,5000,0,24,1
1000445513,Fashion,USD,9/20/12,5400,8/2/12 4:47,5858,successful,131,US,5858,5400,1,63,27
1000450327,Fashion,USD,10/1/14,1750,8/17/14 17:06,1805,successful,25,US,1805,1750,1,23,4
1000454605,Music,USD,3/24/12,1000,2/12/12 17:33,1455,successful,41,US,1455,1000,0,38,8
1000465399,Games,USD,3/13/13,19500,2/5/13 16:16,20269,successful,491,US,20269,19500,1,20,125
1000468345,Technology,USD,6/14/17,500,5/10/17 16:00,74,failed,6,US,74,500,0,39,0
1000476123,Food,USD,8/7/14,100,7/8/14 18:52,0,failed,0,US,0,100,1,31,0
1000479996,Music,USD,5/21/16,10000,4/21/16 1:46,10,failed,1,US,10,10000,0,41,0
1000481607,Music,USD,9/30/16,1000,9/5/16 22:34,472,failed,13,US,472,1000,1,48,1
1000490852,Art,USD,12/24/17,8000,11/24/17 18:06,8360,successful,121,US,8360,8000,1,30,2
1000491057,Film & Video,USD,4/9/17,50000,3/10/17 1:12,40,failed,3,US,40,50000,0,20,1
1000491830,Music,USD,5/18/16,6325,3/19/16 21:51,10,failed,2,US,10,6325,1,62,0
1000499845,Film & Video,USD,11/8/10,20000,10/9/10 22:48,270,failed,4,US,270,20000,0,43,1
1000509854,Publishing,USD,12/31/11,25000,10/31/11 23:01,0,failed,0,US,0,25000,0,18,0
1000514796,Design,USD,10/11/12,125000,9/6/12 6:59,3012,failed,67,US,3012,125000,0,50,24
100051531,Dance,USD,10/6/14,3400,8/7/14 13:24,0,failed,0,US,0,3400,0,22,0
1000519001,Games,USD,12/29/15,2000,11/21/15 14:12,14794,successful,624,US,14794,2000,0,54,248
1000521061,Food,USD,9/30/14,20000,9/1/14 23:39,0,failed,0,US,0,20000,0,38,0
1000521421,Photography,USD,3/14/13,3200,2/12/13 3:11,568,failed,11,US,568,3200,0,42,5
1000524949,Games,USD,10/18/12,200,9/18/12 4:46,306.72,successful,36,US,306.72,200,1,58,10
1000535116,Technology,USD,10/28/12,250000,9/28/12 9:33,90771,failed,120,US,90771,250000,0,34,14
1000537760,Art,USD,11/13/14,650,10/24/14 21:50,0,failed,0,US,0,650,0,65,0
1000542390,Film & Video,GBP,3/31/15,500,3/1/15 5:52,5,failed,1,GB,7.4000001,740.15997,0,59,0
1000543883,Art,USD,3/30/13,800,2/28/13 3:02,1062.5699,successful,20,US,1062.5699,800,0,35,3
1000545028,Film & Video,GBP,3/2/14,5000,1/24/14 12:49,5037,successful,47,GB,8447.0898,8385.04,0,39,19
1000549881,Music,USD,7/12/10,10000,6/12/10 1:44,4006,failed,44,US,4006,10000,0,58,16
1000551777,Technology,EUR,9/16/15,4000,8/17/15 15:37,282,failed,12,IE,322.01999,4567.6201,1,31,2
1000553538,Publishing,USD,7/18/12,1400,6/18/12 16:58,2535,successful,49,US,2535,1400,1,28,2
1000558429,Technology,USD,3/20/16,15000,3/2/16 2:13,25,failed,1,US,25,15000,1,42,0
1000566862,Games,USD,10/30/13,25000,9/27/13 3:32,65,failed,3,US,65,25000,0,21,1
1000567557,Music,USD,4/9/12,3000,2/24/12 2:52,260,failed,8,US,260,3000,1,45,3
100056789,Publishing,USD,8/25/17,3000,7/11/17 17:43,3165,successful,33,US,3165,3000,0,64,12
100057323,Art,USD,10/22/15,650,9/21/15 14:44,2354.5,successful,53,US,2354.5,650,1,51,18
1000577059,Photography,USD,12/29/15,1000,11/29/15 14:56,95,failed,3,US,95,1000,1,54,0
10005784,Film & Video,GBP,3/20/15,750,3/6/15 15:13,756,successful,15,GB,1122.89,1113.98,0,25,1
1000581546,Art,GBP,5/8/13,1500,4/8/13 1:06,1515.5,successful,19,GB,2331.3201,2307.48,1,20,0
1000581804,Design,GBP,9/28/14,500,8/29/14 19:47,0,failed,0,GB,0,803.32001,0,44,0
1000586849,Fashion,USD,12/22/16,2500,11/22/16 4:46,25,failed,1,US,25,2500,0,39,0
1000590709,Technology,USD,6/28/11,6000,5/19/11 9:09,20,failed,2,US,20,6000,0,42,1
1000598804,Games,USD,11/8/17,1000,11/3/17 13:44,875,failed,14,US,875,1000,1,21,3
1000600012,Publishing,GBP,6/16/16,10000,5/17/16 1:05,1,failed,1,GB,1.4299999,14287.14,0,25,0
1000600526,Music,GBP,2/22/13,600,1/8/13 22:32,0,failed,0,GB,0,917.77002,1,48,0
1000600868,Music,MXN,4/17/17,18000,3/3/17 22:34,10,failed,1,MX,0.52999997,955.82001,0,40,0
1000602156,Games,USD,6/6/12,12000,5/7/12 7:42,3100.6599,failed,89,US,3100.6599,12000,1,50,32
1000620551,Games,GBP,8/19/14,1925,7/20/14 12:52,293,failed,5,GB,485.72,3191.1499,1,30,1
1000624031,Technology,USD,10/18/14,8500,9/3/14 19:40,1355,failed,4,US,1355,8500,1,58,1
1000627718,Theater,USD,6/18/12,7500,5/14/12 14:33,8315,successful,67,US,8315,7500,1,42,17
1000629643,Technology,USD,7/8/14,250000,5/28/14 13:54,268192,successful,561,US,268192,250000,1,55,78
1000638156,Photography,GBP,8/29/14,500,7/30/14 18:14,10,failed,1,GB,16.58,829.12,1,43,0
1000639526,Film & Video,GBP,12/22/12,60000,11/15/12 22:46,5487,failed,90,GB,8854.2803,96821.039,0,21,19
1000644119,Film & Video,EUR,5/1/16,100,3/2/16 19:09,20,failed,2,ES,22.85,114.27,1,37,1
1000648117,Publishing,USD,4/7/13,1000,3/18/13 21:16,2883.5,successful,78,US,2883.5,1000,0,31,32
1000648918,Games,USD,7/31/14,70000,7/1/14 16:01,15542.11,failed,260,US,15542.11,70000,1,33,27
100065084,Music,USD,6/29/17,1450,6/14/17 19:57,1647,successful,33,US,1647,1450,0,27,1
1000650960,Games,USD,3/22/16,7500,1/22/16 1:36,942.25,failed,55,US,942.25,7500,0,63,23
1000654344,Fashion,USD,6/7/14,36000,5/1/14 17:36,91003.672,successful,750,US,91003.672,36000,1,52,348
1000654409,Technology,USD,12/7/17,50000,11/4/17 19:46,4237,failed,12,US,4237,50000,1,60,4
1000656794,Technology,AUD,4/1/16,129000,3/2/16 0:15,11601.5,failed,32,AU,8910.5195,99078.344,1,31,3
1000659557,Music,USD,7/5/16,5000,6/5/16 18:46,0,failed,0,US,0,5000,0,57,0
1000674477,Film & Video,USD,12/9/12,100000,10/10/12 4:57,8085,failed,37,US,8085,100000,0,52,15
1000682368,Publishing,GBP,6/17/15,2500,5/18/15 21:52,1315,failed,29,GB,2082.74,3959.5801,0,20,10
1000684975,Art,USD,4/24/16,1200,3/10/16 21:25,2,failed,2,US,2,1200,0,44,1
1000694855,Film & Video,USD,9/20/14,6500,8/6/14 21:28,555,undefined,0,"N,0""",555,6500,0,33,0
1000697657,Technology,CAD,10/23/13,2000,9/23/13 23:36,656,failed,18,CA,628.46997,1916.08,1,60,8
1000699196,Music,USD,12/7/14,32000,11/7/14 18:02,4670,failed,42,US,4670,32000,0,25,10
1000707541,Music,USD,11/4/11,777,10/20/11 23:51,923,successful,36,US,923,777,0,41,7
1000710630,Publishing,USD,8/20/16,7500,7/6/16 16:22,9500,successful,86,US,9500,7500,1,29,17
1000719127,Film & Video,USD,3/20/13,50000,1/19/13 18:38,2161,failed,26,US,2161,50000,1,19,11
1000725978,Design,USD,3/1/16,80000,1/21/16 12:18,843743,successful,3784,US,843743,80000,1,18,837
1000727191,Music,USD,12/20/10,2000,10/26/10 1:17,2036,successful,38,US,2036,2000,1,21,6
1000727905,Design,USD,4/24/15,9500,2/23/15 19:39,0,failed,0,US,0,9500,1,20,0
1000741180,Film & Video,USD,11/3/13,5000,10/9/13 21:55,5120,successful,81,US,5120,5000,0,18,32
1000741387,Design,USD,9/26/15,10000,8/27/15 22:02,805,failed,10,US,805,10000,1,45,5
1000752960,Film & Video,GBP,7/10/14,500,6/10/14 10:36,10,failed,1,GB,17.120001,856,0,44,0
1000754401,Games,USD,6/16/15,50000,5/17/15 21:44,1825,failed,32,US,1825,50000,0,35,3
1000758916,Music,USD,10/1/16,4000,9/1/16 15:32,4629,successful,37,US,4629,4000,1,38,10
1000761521,Film & Video,USD,2/6/18,5000,12/23/17 20:34,310,live,4,US,310,5000,1,60,2
1000767040,Design,USD,11/23/16,30000,10/24/16 3:35,1041,canceled,46,US,1041,30000,1,63,18
1000770149,Publishing,GBP,6/12/13,5500,5/13/13 13:59,5721,successful,140,GB,8937.9502,8592.6797,0,20,4
1000772297,Design,USD,10/5/14,5000,9/9/14 20:17,26407,successful,327,US,26407,5000,1,60,88
1000776914,Technology,GBP,12/29/12,40000,11/29/12 13:54,47056.859,successful,3080,GB,75379.023,64074.84,1,28,1099
1000777557,Music,USD,9/19/10,4000,7/30/10 23:23,30,failed,2,US,30,4000,1,64,0
1000781363,Publishing,USD,7/9/14,19650,6/9/14 9:10,20313,successful,164,US,20313,19650,0,35,23
1000781512,Film & Video,USD,1/10/12,800,12/9/11 0:23,850,successful,19,US,850,800,0,55,4
1000785030,Art,USD,1/17/15,275,1/3/15 4:12,642,successful,40,US,642,275,1,55,19
1000786724,Games,USD,1/18/15,14000,12/19/14 7:49,113,failed,18,US,113,14000,1,45,4
1000788629,Music,USD,7/6/16,15000,5/7/16 0:02,18009,successful,69,US,18009,15000,1,57,11
100078996,Technology,MXN,12/21/16,55000,11/19/16 4:05,56680,successful,24,MX,2739.22,2658.03,0,48,8
1000802137,Photography,USD,12/12/15,2500,11/12/15 7:06,0,failed,0,US,0,2500,0,34,0
1000804307,Games,USD,9/22/17,2000,8/23/17 9:59,3.6900001,failed,3,US,3.6900001,2000,1,35,1
1000804742,Journalism,GBP,2/24/17,10000,1/25/17 16:21,337.5,failed,15,GB,423.72,12554.61,1,29,6
1000810416,Fashion,GBP,7/31/17,200,7/6/17 17:49,15,failed,1,GB,19.719999,262.92001,0,63,0
1000811882,Games,GBP,11/10/14,2500,10/19/14 20:35,3097,successful,107,GB,4848.23,3913.6499,0,42,7
1000823935,Design,USD,7/15/15,35000,6/15/15 17:55,39209,successful,120,US,39209,35000,0,60,19
1000827504,Photography,USD,8/21/12,11000,7/10/12 2:31,75,canceled,1,US,75,11000,0,36,0
1000827890,Design,USD,3/1/17,5000,2/2/17 23:49,45,failed,2,US,45,5000,0,54,0
1000834930,Food,CAD,1/23/17,50000,12/1/16 21:16,0,failed,0,CA,0,38112.66,1,20,0
1000844246,Fashion,USD,8/10/15,3000,7/22/15 15:31,23079,successful,140,US,23079,3000,1,23,41
1000850525,Photography,USD,7/20/16,17500,6/20/16 8:10,656,failed,14,US,656,17500,1,29,2
1000853310,Film & Video,USD,2/27/12,500,1/28/12 4:22,5,failed,1,US,5,500,1,40,0
1000865260,Film & Video,USD,6/10/11,5000,5/17/11 22:17,0,failed,0,US,0,5000,0,41,0
1000869383,Comics,SEK,7/18/16,4450,6/18/16 20:16,8503,successful,47,SE,986.03003,516.03003,1,63,22
1000883509,Theater,USD,6/1/16,4000,4/29/16 19:53,4813,successful,105,US,4813,4000,1,53,30
1000885772,Design,GBP,10/10/15,15000,9/4/15 16:33,15267,successful,85,GB,23576.92,23164.59,0,45,25
100089599,Fashion,EUR,12/18/16,3286,11/18/16 18:51,3776,successful,44,FR,3944.4299,3432.5701,0,28,22
1000896053,Design,USD,4/24/15,8000,3/25/15 14:58,0,failed,0,US,0,8000,0,36,0
1000916036,Art,EUR,12/13/17,700,10/14/17 8:25,85,failed,4,FR,100.35,826.41998,1,43,0
1000918505,Games,USD,2/23/17,15000,1/24/17 20:46,0,canceled,0,US,0,15000,0,43,0
100091944,Film & Video,CAD,5/8/14,38875,4/9/14 22:39,0,failed,0,CA,0,35895.66,1,26,0
1000922108,Theater,USD,10/11/12,9000,9/12/12 5:32,10046,successful,115,US,10046,9000,1,50,55
1000932522,Games,USD,3/3/13,1500,2/1/13 20:14,1620,successful,52,US,1620,1500,0,65,22
1000937140,Publishing,USD,12/9/12,3500,11/7/12 19:53,0,failed,0,US,0,3500,1,37,0
1000940032,Games,USD,12/8/16,150,11/8/16 8:20,165,successful,7,US,165,150,1,33,1
1000942804,Film & Video,USD,7/2/16,5250,6/2/16 4:55,0,failed,0,US,0,5250,0,27,0
1000953875,Games,USD,3/23/15,300000,1/22/15 22:28,1,failed,1,US,1,300000,1,44,0
1000968500,Art,USD,5/24/13,3000,5/10/13 4:48,4386,successful,94,US,4386,3000,1,33,40
1000983983,Music,USD,9/30/11,2000,8/9/11 23:19,170,failed,7,US,170,2000,0,27,3
1000987760,Publishing,USD,2/19/17,3000,1/5/17 19:10,91,failed,4,US,91,3000,1,28,1
1000988678,Crafts,USD,8/30/14,7000,8/6/14 21:31,0,failed,0,US,0,7000,1,24,0
1000988864,Food,USD,4/1/17,2000,2/22/17 18:32,2164.77,successful,52,US,2164.77,2000,1,28,21
1000992739,Games,USD,8/18/14,750,7/19/14 19:02,1207,successful,56,US,1207,750,1,63,21
1000997384,Comics,USD,6/3/14,2000,4/16/14 5:25,2585,successful,105,US,2585,2000,0,40,32
1001000566,Publishing,USD,3/5/14,1500,2/4/14 1:30,1500,successful,26,US,1500,1500,0,29,6
100101389,Food,USD,4/1/14,25000,2/25/14 0:15,30066,successful,161,US,30066,25000,1,58,38
100101652,Publishing,USD,8/12/11,15000,7/22/11 0:28,25,canceled,1,US,25,15000,0,42,0
1001019464,Games,USD,7/31/16,5000,7/16/16 11:18,176,failed,6,US,176,5000,0,27,2
1001020080,Dance,USD,8/16/15,1200,8/11/15 17:13,1205,successful,21,US,1205,1200,0,37,9
100102338,Design,USD,4/28/16,150,4/8/16 23:36,218,successful,15,US,218,150,1,26,7
1001028167,Publishing,GBP,7/28/13,4000,6/28/13 23:17,20,failed,1,GB,30.299999,6060.9702,1,46,0
1001033266,Publishing,USD,12/23/14,500,12/3/14 4:26,1,failed,1,US,1,500,1,61,0
1001035783,Music,USD,6/14/11,1000,4/15/11 9:00,0,failed,0,US,0,1000,1,25,0
1001042227,Design,USD,8/14/15,75000,6/30/15 3:47,1736,failed,21,US,1736,75000,1,62,9
1001043181,Music,USD,6/26/16,5500,5/27/16 11:39,0,failed,0,US,0,5500,0,55,0
1001048123,Film & Video,USD,5/3/13,1500,4/3/13 3:09,1612,successful,27,US,1612,1500,0,38,10
1001052357,Comics,AUD,1/8/17,18000,12/9/16 4:00,832,failed,23,AU,623.54999,13490.22,1,40,9
1001057158,Photography,USD,10/25/14,17000,8/26/14 21:23,35,failed,2,US,35,17000,0,60,1
1001064677,Comics,USD,6/4/11,5150,4/25/11 21:36,5965.5,successful,97,US,5965.5,5150,1,57,33
1001077166,Technology,USD,7/11/12,5000,6/11/12 13:55,5000,successful,57,US,5000,5000,0,59,15
1001086968,Film & Video,USD,1/6/15,20000,12/7/14 19:45,22421,successful,383,US,22421,20000,1,62,11
1001087429,Film & Video,GBP,7/3/14,400,6/3/14 16:00,1065,successful,36,GB,1825.79,685.73999,1,19,11
1001087682,Food,USD,10/1/15,100000,9/3/15 17:32,1600,failed,13,US,1600,100000,0,51,3
1001093391,Film & Video,USD,3/21/14,5500,2/19/14 21:04,6614,successful,88,US,6614,5500,1,55,29
1001097057,Art,USD,4/13/17,5000,3/8/17 17:54,7259,successful,26,US,7259,5000,1,36,10
1001110351,Games,USD,7/27/17,1000,6/26/17 15:52,745,canceled,52,US,745,1000,1,57,16
1001115961,Food,USD,8/31/15,25000,8/1/15 18:33,0,failed,0,US,0,25000,1,31,0
1001116225,Art,USD,5/13/15,5000,3/14/15 12:40,0,failed,0,US,0,5000,1,51,0
1001126692,Dance,USD,9/19/15,450,8/19/15 21:02,160,failed,4,US,160,450,1,36,1
1001128468,Photography,CAD,6/1/17,500,4/17/17 17:54,1845,successful,30,CA,1364.34,369.73999,0,65,12
1001132597,Technology,USD,6/24/16,3500,5/25/16 16:19,107,failed,7,US,107,3500,0,31,1
1001135664,Food,USD,3/24/14,22500,2/22/14 22:45,50,failed,2,US,50,22500,0,18,0
1001136944,Art,USD,3/5/16,5000,1/20/16 0:50,52,failed,4,US,52,5000,1,57,1
